ID,AbilityUsed,AlertPercent,AssistNum,BattleDamage,BattleNum,CHPrecision,DamageTaken,ExposePercent,HeroId,HitDistance,KillNum,LifeTime,PlayerScore,Precision,RotationMaxRange,RotationSpeed,RotationStability,SelfHealing,TeamRank,TotalCausedDamage,TravelSpeed,WeaponChange,WeaponDiversity,WeaponVariance,t_battle,isCheater,group
2856469-13098042_cokjq9juk65poe2hnhv0_1713978662_2.2.0.2.801109,0.0906900948215739,0.734030831946653,0,196.984,15,0.184,1219.4,0.1495538925454349,100006,1727.0458782547912,5,691.92,48.17,0.3826666666666666,57.302666666666674,61.78154338516344,173.83353580477643,419.0,2,2954.76,108.77950967732392,13,3,1.2040701405095613,16.807333333333343,1,4663
2856469-39139935_coikt5ruk65poe0ucec0_1713720983_2.2.0.2.801109,0.0796382729019073,0.7794134204887567,4,95.12461538461538,13,0.0684615384615384,808.3,0.1116673052777525,100027,2846.99961070411,2,516.04,27.54,0.4061538461538462,46.68692307692308,38.24628912689448,115.14092414089772,85.0,6,1468.62,221.486395367205,8,2,0.0006472704694269,11.578230769230773,1,43338
2856469-16670886_cogaupn1ha8chrudmos0_1713418086_2.2.0.1.798577,0.0636251279439227,0.7449987261583577,3,168.0,8,0.0849999999999999,1009.9,0.0987200968311664,100025,959.0058043085388,7,536.72,35.87,0.4475,40.85875,52.82649235046936,134.31050806325223,334.0,7,1662.0,145.55169886688387,8,3,0.0782760363179943,13.03637500000001,1,8426
2856469-19416446_cogb75f1ha8chrudvdeg_1713419157_2.2.0.1.798577,0.0553788872629201,0.7679341569388689,5,334.04090909090905,11,0.1390909090909091,955.02,0.0891351766445637,100009,2592.139986173476,9,950.22,71.33,0.4263636363636363,62.03727272727272,35.6574638731224,133.51834232767925,156.0,3,3674.4,226.0591133621261,10,2,0.000901766516058,19.14690909090909,1,12420
2856469-13098042_cokipdjuk65poe2gpllg_1713974454_2.2.0.2.801109,0.0747882909783727,0.6901704693511439,6,199.985,8,0.12375,810.18,0.1869892769218449,100013,1904.0381736111112,1,620.65,30.09,0.24375,75.92750000000001,71.52784146163464,220.15692337025573,70.0,7,1624.88,199.7462743976465,14,5,0.0336819100403326,18.96350000000002,1,4662
2856469-31640681_cokipdjuk65poe2gpllg_1713974454_2.2.0.2.801109,0.0969047831704686,0.7917159535431245,1,156.265,8,0.18,681.26,0.0931276775290392,100025,1802.8681447458791,9,593.17,37.45,0.32375,59.71875,49.045059615230976,179.95815545612123,49.0,7,1479.12,209.05435525807937,6,4,0.0082870243992117,14.977625000000003,1,30226
2856469-26701442_coh9qh3uk65kd1740itg_1713544516_2.2.0.2.801109,0.0405534336436106,0.828419629730996,0,189.71,6,0.125,892.18,0.038374848605921,100009,1951.2756626131224,4,1062.45,37.77,0.3583333333333334,47.671666666666674,38.180935280245365,135.57655270066277,143.0,4,1138.26,110.02198809700356,7,2,0.0249046025708525,15.059833333333358,1,22834
2856469-31096232_cojkav3uk65poe1obr80_1713849724_2.2.0.2.801109,0.1118441955871272,0.6653098565985993,1,195.5,4,0.42,394.0,0.1948799632322567,100006,587.5203571428572,2,156.12,13.33,0.475,61.1125,52.03372205756205,166.3083395640072,19.0,17,827.0,114.97878027444467,3,2,0.0355415210964794,15.435000000000006,1,29279
2856469-27230873_coj23jruk65poe196e2g_1713775055_2.2.0.2.801109,0.0957682670063766,0.7329132983490962,4,279.51,8,0.10875,423.58,0.122236802135671,100015,2107.134885635198,6,381.38,39.14,0.37375,52.48375,41.24639252212231,146.76204552722788,0.0,9,2322.32,271.833177113022,11,2,1.685176646956859e-05,18.758875000000003,1,23628
2856469-19416446_cok9j5ruk65poe298tb0_1713936791_2.2.0.2.801109,0.050938290457964,0.7894051427059059,2,215.016,10,0.153,1547.46,0.0701420736059372,100009,2885.6556611073133,11,777.15,52.26,0.4389999999999999,62.458000000000006,37.9821643311749,136.48293582841117,274.0,5,2150.15,395.7190971412309,8,2,0.0068810646565324,18.40650000000003,1,12498
2856469-16670886_cog8io71ha8chrub5tdg_1713408352_2.2.0.1.798577,0.0,0.7618250883224584,1,365.0,2,0.155,350.0,0.0769267263601025,100013,1143.8095833333336,1,99.0,10.29,0.6200000000000001,65.095,46.66164203084398,162.86225923409714,0.0,22,730.0,144.00270972164523,3,2,0.0109317198839207,19.3275,1,8421
2856469-8900323_cojrbvruk65poe1ttep0_1713878527_2.2.0.2.801109,0.0858978037806835,0.6280466131031738,1,256.73857142857145,7,0.0885714285714285,708.92,0.2476427599125877,100006,1904.2773712378887,5,747.03,38.48,0.4042857142857143,58.970000000000006,58.60760211371854,194.97758194126047,89.0,5,1797.17,178.6513360658583,6,2,0.0040802019782509,16.543428571428567,1,69704
2856469-26097375_cojhru3uk65poe1mes0g_1713839608_2.2.0.2.801109,0.0919537122412275,0.6495044848211555,1,174.37769230769229,13,0.0876923076923076,1496.28,0.2336510132099246,100021,1450.755570529897,9,929.53,56.97,0.3876923076923076,57.57692307692308,56.93313019905845,155.89500243635814,391.0,3,2389.88,277.4396425473924,11,2,0.0028186312940362,15.76930769230771,1,22192
2856469-15942498_coieskbuk65poe0nhc0g_1713696337_2.2.0.2.801109,0.0904387212052641,0.7316459919645238,3,237.4492307692308,13,0.0584615384615384,959.54,0.1154739034184107,100027,1873.3152647217648,14,910.63,75.37,0.4538461538461539,44.940000000000005,38.055693066872784,126.50535857193694,396.0,1,3527.8,190.8188004611056,15,5,0.0037077208331955,16.73923076923078,1,7612
2856469-17778076_cogpngf1ha8chrutr3b0_1713478593_2.2.0.1.800287,0.0,0.9570446735395188,0,293.0,1,0.0,591.0,0.0,100018,207.58571428571423,1,125.71,8.44,0.64,105.79,38.72960852675101,172.77595131434114,116.0,19,518.0,0.0,1,1,0.0,19.049000000000007,1,9983
2856469-9836374_cogpngf1ha8chrutr3b0_1713478593_2.2.0.1.800287,0.05758164767534,0.8355685891169763,0,136.0,3,0.1166666666666666,377.54,0.0818041456751133,100018,1918.4183333333333,1,122.82,7.31,0.5033333333333333,51.09666666666667,55.6842836230716,168.4025822629445,0.0,18,408.0,207.9401724717877,1,1,0.0,11.216333333333324,1,72307
2856469-26701442_coj7rjjuk65poe1ee0lg_1713798606_2.2.0.2.801109,0.0758322590429968,0.860988092920641,0,269.5,2,0.345,568.0,0.0,100015,1002.0224230769232,1,366.17,11.09,0.89,98.27500000000002,32.63019124936085,203.3464547686978,68.0,11,539.0,121.14048589615886,3,2,0.0007452272427004,12.03200000000001,1,22855
2856469-16670886_coh163ruk65poe79mce0_1713509135_2.2.0.1.800287,0.0720970146984552,0.8052329499652655,2,232.75,4,0.21,617.0,0.0798296024538891,100027,1005.3245949074072,2,148.22,15.79,0.3125,60.2125,55.16477834631849,148.26988359014172,70.0,16,1031.0,82.16906831218714,6,2,1.9765342095847186e-05,20.98699999999999,1,8440
2856469-20665935_coj7k5ruk65poe1e6b8g_1713797655_2.2.0.2.801109,0.0649192206733941,0.7613713148260396,6,240.3092307692308,13,0.143076923076923,1205.3,0.1013559617589992,100027,1947.8924366918548,9,820.35,64.66,0.4876923076923077,51.29692307692308,38.09296746130067,133.7249894261694,251.0,2,3232.01,182.22993344687563,16,3,0.011808127788112,14.52930769230768,1,14415
2856469-15942498_cokeubjuk65poe2d68h0_1713958702_2.2.0.2.801109,0.0688451038890134,0.8202664484178694,1,115.2,5,0.02,536.0,0.0663457600397041,100027,1381.5529333333332,3,257.3,16.56,0.374,52.762000000000015,45.741602795053936,151.57154235551116,86.0,13,891.0,117.78365506291304,4,4,0.0328863538323439,11.787000000000004,1,7621
2856469-28503822_cogk4t71ha8chrunvndg_1713455732_2.2.0.1.800287,0.0162213895242266,0.8666778856446488,0,244.26666666666665,3,0.19,365.2,0.0,100027,1374.0592323232322,2,363.88,15.32,0.48,61.92,31.763167317936645,136.2532199967988,0.0,10,764.8,160.75141239036037,2,2,0.0156799305254059,14.361333333333304,1,25387
2856469-9041387_cokn4jjuk65poe2k8mq0_1713992270_2.2.0.2.801109,0.0569375608577644,0.7348667390349592,2,341.12,22,0.1331818181818181,1009.22,0.1686173708140932,100027,2672.382797161544,24,969.41,138.76,0.4481818181818182,49.755,51.84008172782189,143.624627448672,275.0,1,8219.21,301.26302901389363,38,3,0.0014474340990132,18.70222727272728,1,70422
2856469-16839155_cohjh9ruk65poe7s7qug_1713584295_2.2.0.2.801109,0.1019302769639593,0.7052699068350298,4,190.75,12,0.1516666666666666,429.3,0.1791870592147098,100006,3967.0058308894695,10,976.94,58.84,0.3374999999999999,44.78,28.8113839428228,114.67143425717391,67.0,1,2308.89,209.0697539140805,1,1,0.0,16.884416666666667,1,8745
2856469-38744705_coj4duruk65poe1b1j30_1713784571_2.2.0.2.801109,0.0371661116623884,0.76150193804964,2,271.72,5,0.214,520.0,0.1182517293516131,100025,1743.6128276972624,5,343.55,26.17,0.396,62.992,66.44616784339006,190.45883429114912,70.0,7,1378.6,224.43144062956245,7,3,0.0614942875937324,17.50619999999999,1,42437
2856469-9041387_coi7d73uk65poe0ga1h0_1713665692_2.2.0.2.801109,0.028103969443165,0.6564566055254263,4,314.8846666666667,15,0.1766666666666667,1030.59,0.2019354411971564,100027,2816.3841554794208,16,761.06,87.18,0.4053333333333333,76.69333333333334,49.1824148758054,175.1391055815563,308.0,1,4832.27,491.3219691354692,18,3,8.22621929888368e-06,19.49046666666666,1,70382
2856469-40039847_cohd6vruk65poe7milo0_1713558399_2.2.0.2.801109,0.0538166092206658,0.7543043527163195,5,140.56962962962965,27,0.2025925925925926,1302.57,0.1412389529788639,100027,2076.8929284149644,14,996.18,85.62,0.3411111111111111,66.81703703703704,44.07172735303631,170.15749780242402,291.0,1,4139.04,261.908644821176,20,5,0.0156185307628969,13.090407407407408,1,45537
